Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Added 8% margin for ONDC (product.metafields.custom.added_8_margin_for_ondc),Brand (product.metafields.custom.brand),Colour (product.metafields.custom.colour),Default Delivery Fees (product.metafields.custom.default_delivery_fees),Default Discount (product.metafields.custom.default_discount),Default Tax (product.metafields.custom.default_tax),Dimension (product.metafields.custom.dimension),Expected Delivery In Hours (product.metafields.custom.expected_delivery_in_hours),Features (product.metafields.custom.features),Material (product.metafields.custom.material),Minimum Better Home Price (product.metafields.custom.minimum_better_home_price),Other Website Price (product.metafields.custom.other_website_price),Purchase Price (product.metafields.custom.purchase_price),Returns (product.metafields.custom.returns),Service (product.metafields.custom.service),source (product.metafields.custom.source),Warranty (product.metafields.custom.warranty),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Google Category (product.metafields.mm-google-shopping.google_product_category),Color (product.metafields.shopify.color-pattern),Energy efficiency class (product.metafields.shopify.energy-efficiency-class),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Hardware material (product.metafields.shopify.hardware-material),Light temperature (product.metafields.shopify.light-temperature),Orientation (product.metafields.shopify.orientation),Suitable space (product.metafields.shopify.suitable-space),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
copy-of-jaquar-chandelier-8-lt-star-shape-glass-tube-decorative-light-1,Jaquar Chandelier4 LT Star shape glass tube Decorative Light,"•  15700.00 is the MRP. Contact us for the offer price. <p>4 LT Star shape glass tube with Chrome Finishing Ceiling</p>
<p><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights.<br></p>
<p><span class=""text"">Code</span><span class=""seprats"">: JES-CHR-MX81364A</span></p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,"",0.0,,0,deny,manual,15700.00,15700.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCL-CHR-MX81364A.png?v=1698810853,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",,,2032,,,,,,,,,,Jaquar,,'400,,'0,,,"Net Weight (Kg): 7
Fixture Height: 225
Lamp: G9 LED 4 W x 4
L: 330mm
W: 330mm
  




",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-4-light-square-star-shape-ceiling-light?Id=7809#,,,,,,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-chandelier-8-lt-star-shape-glass-tube-decorative-light,Jaquar Chandelier 4 LT Star Shape Glass Decorative Light,"•  25700.00 is the MRP. Contact us for the offer price. <p>4 LT Star shape glass tube with Chrome Finishing Ceiling </p>
<p><span class=""text"" style=""font-size: 0.875rem;"">Range</span><span class=""seprats"" style=""font-size: 0.875rem;"">: </span><span style=""font-size: 0.875rem;"">Decorative Ceiling Lights.</span><br></p>
<p><span class=""text"">Code</span><span class=""seprats"">: JES-CHR-MX81364B </span></p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,,0.0,,0,deny,manual,25700.00,25700.00,true,false,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCL-CHR-MX81364B.png?v=1698744855,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,,,'0,,,"Net Weight (Kg):  5.5
Fixture Height: 225
Lamp: G9 LED 4 W x 4
D: 350
H: 225
  




",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-4-light-round-star-shape-ceiling-light?Id=7807#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-chandelier-6-lt-star-shape-glass-tube-decorative-light,Jaquar Chandelier 8 LT Star Shape Glass Tube Decorative Light,"•  25700.00 is the MRP. Contact us for the offer price. <p>8 LT Star shape glass tube with Chrome Finishing Ceiling</p>
<p><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights.</p>
<p><span class=""text"">Code</span><span class=""seprats"">: JES-CHR-MX81368A</span></p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,"",0.0,,0,deny,manual,25700.00,25700.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCL-CHR-MX81368A.png?v=1698743617,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,,,'0,,,"Net Weight (Kg): 11
Fixture Height: 225
Net Weight (Kg): 11
Lamp: G9 LED 4 W x 8
L:430
W: 430
  




",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-6-light-round-star-shape-ceiling-light?Id=7806#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-chandelier-6-lt-frosted-glass-decorative-light,Jaquar Chandelier 6 LT Star shape glass tube Decorative Light,"•  21300.00 is the MRP. Contact us for the offer price. <p>6 Light star shape glass tube with chrome finish ceiling light.</p>
<p><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights.</p>
<p><span class=""text"">Code</span><span class=""seprats"">: </span>JES-CHR-MX81366B</p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,"",0.0,,0,deny,manual,21300.00,21300.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCL-CHR-MX81366B_1.png?v=1698742635,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,,,'0,,,"Fixture Height: 225
Net Weight (Kg): 9.2
Wattage: G9 LED 4W x 6
D: 450 





",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-6-light-round-star-shape-ceiling-light?Id=7806#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-chandelier-lancia-3-head-gold-decorative-light,Jaquar Chandelier 6 LT frosted glass  Decorative Light,"•  13500.00 is the MRP. Contact us for the offer price. <p>6 LT frosted glass with Chrome finishing Chandelier.</p>
<p><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights</p>
<p><span class=""text"">Code</span><span class=""seprats"">: </span>DCH-CHR-MD160275216A</p>
<p><span data-mce-fragment=""1""><br></span></p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,"",0.0,,0,deny,manual,13500.00,13500.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCH-CHR-MD160275216A_1.png?v=1698734545,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,,,'0,,,"Net Weight (Kg): 5
Wattage: E-14 LED 4W x 6
Color: Chrome Finish
D: 800mm
H: 1000





",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-6lt-frosted-glass-chandelier-ceiling-light#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-lt-smoky-glass-decorative-ceiling-lights,Jaquar Chandelier Lancia 3 Head Gold Decorative Light,"<p>• 33900.00 is the MRP. Contact us for the offer price.</p>
<p><span data-mce-fragment=""1"">Casted in Brass, Lancia resembles the unyielding shield of ancient warriors. </span></p>
<p><span>A prominent crystal in the centre and rings of smaller crystals around it come together seamlessly to form this impeccable creation that looks like the lustrous early morning sun!</span></p>
<p> Product code: CHL-GLD-AS8051D25</p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Gold Finish,,,,,,,,"",0.0,,0,deny,manual,33900.00,33900.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCO-GLD-AS8051D25.jpg?v=1698726829,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,,,'0,,,"Color: Gold
Material: Brass casting
No. of heads: 3
Cap type: E14
Wattage: 3 x 4 W LED
Dimension (mm): Ø 250 x H 200
Weight (Kg): 2








",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-lancia-3head-gold-and-chrome-chandelier?Id=9551,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-1-lt-frosted-glass-wall-lamp-1,Jaquar  LT Smoky Glass Decorative Ceiling Lights,"<p>4700.00 is the MRP. Contact us for the offer price.</p>
<p>1 Light smoky glass with chrome finish pendant.</p>
<p><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights</p>
<p><span>Code: </span>KCH-CHR-MD150031291B</p>
<p> </p>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,"",0.0,,0,deny,manual,4700.00,4700.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DPN-CHR-MD150031291B.png?v=1698723221,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,'100,,'0,,,"Fixture Height: 220
Net Weight (Kg): 1
Wattage E-27 LED 9W x 1
D: 200
H: 1200









",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-160mm-smoky-glass-chrome-finish-ceiling-light?Id=7843#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-1-lt-pendant-decorative-ceiling-light,Jaquar 1 LT Frosted Glass Wall Lamp,"<p>1975.00 is the MRP. Contact us for the offer price.</p>
<p data-mce-fragment=""1"">1 LT Frosted glass with Chrome finishing Wall Lamp</p>
<p data-mce-fragment=""1""><span class=""text"">Range</span><span class=""seprats"">: </span>Wall Lights</p>
<p data-mce-fragment=""1""><span class=""text"">Code</span><span class=""seprats"">: </span>DWL-CHR-MB160275541A</p>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Color,Chrome Finish,,,,,,,,"",0.0,,0,deny,manual,1975.00,1975.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DWL-CHR-MB160275541A.jpg?v=1698668648,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,'50,,'0,,,"Range: Wall Light
Net Weight (Kg) 0.6500
Wattage E-27 LED 7W x 1
Width (mm): 120
Length (mm): 150










",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-cylindrical-frosted-glass-wall-lamp?Id=7934#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-1-lt-aluminium-globe-shape-with-copper-finishing-pendant,Jaquar 1 LT Pendant Decorative Ceiling Light,"<p>3480.00 is the MRP. Contact us for the offer price.</p>
<p data-mce-fragment=""1"">1 LT Aluminium with Shiny brass Painted finishing Pendant.</p>
<p data-mce-fragment=""1""><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights</p>
<p data-mce-fragment=""1""><span class=""text"">Code</span><span class=""seprats"">: </span>DPN-BRS-SLPEA020BE27</p>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Size,D (mm) 250,,,,,,,,"",0.0,,0,deny,manual,3480.00,3480.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DPN-BRS-SLPEA020BE27.jpg?v=1698665066,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,'100,,'0,D (mm) 250,,"Net Weight  (Kg): 0.8000
Color: Shiny Brass Finish
Wattage E-27 LED 9W x 1
Dimension: D (mm) 250





",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/aluminium-pendant-light-with-shiny-brass-finish?Id=7863,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-table-top-basin-ars-wht-39901,Jaquar 1 LT Aluminium globe shape with Copper finishing Pendant,"<p>9500.00 is the MRP. Contact us for the offer price.</p>
<p data-mce-fragment=""1"">1 LT Aluminium globe shape with Copper finishing Pendant.</p>
<p data-mce-fragment=""1""><span class=""text"">Range</span><span class=""seprats"">: </span>Decorative Ceiling Lights</p>
<p data-mce-fragment=""1""> </p>",Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,true,Size,D (mm) 400 H (mm) 1200,,,,,,,,"",0.0,,0,deny,manual,9500.00,9500.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DPN-COP-SLPEA089AE27_f06edc25-dad8-48ff-84b1-897929bf34fd.jpg?v=1698663077,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",4636,,2032,,,,,,,,,,Jaquar,,'200,,'0,D (mm) 400 H (mm) 1200,,"Net Weight (Kg): 1.7000
Color: Copper Finish
Wattage E-27 LED 9W x 1
Dimension: D (mm) 400 H (mm) 1200



",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/cls-copper-finish-globe-ceiling-light?Id=7860#,,,,,4636,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-counter-top-wash-basin-drs-wht-37601,Jaquar Table Top Basin ARS-WHT-39901,"•  4690.00 is the MRP. Contact us for the offer price. <p data-mce-fragment=""1""><span data-mce-fragment=""1""><span class=""text"">Range</span><span class=""seprats"">: </span></span>Aria Table Top Basin</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Size: 420 x 420 x 135mm</span><span style=""font-size: 0.875rem;""><span data-mce-fragment=""1""></span></span></p>",Better Home,Home & Garden > Bathroom Accessories,Wash Basin,Bathroom and Kitchen fixtures,true,Size,420 x 420 x 135mm,,,,,,,,SAWA0589-01,0.0,,0,deny,manual,4690.00,4690.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ARS-WHT-39901.jpg?v=1698647594,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",2886,,2032,,,,,,,,,,Jaquar,,'200,,'0,420 x 420 x 135mm,,"
Anti-Bacterial Glaze on Ceramic
",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/square-washbasin-table-top-aria?Id=21#,,,,,2886,,,,,,,,,,,,,kg,,,true,,,active
jaquar-counter-top-wash-basin-drs-wht-37601,Jaquar Counter Top Wash Basin DRS-WHT-37601,"•  6790.00 is the MRP. Contact us for the offer price. <p data-mce-fragment=""1""><span style=""font-size: 0.875rem;""><span data-mce-fragment=""1"">Counter top basin</span></span></p>
<p data-mce-fragment=""1""><span style=""font-size: 0.875rem;""><span data-mce-fragment=""1"">Size: 615x415x150mm</span></span><br></p>
<p data-mce-fragment=""1""><span style=""font-size: 0.875rem;""><span data-mce-fragment=""1""><span class=""text"">Range</span><span class=""seprats"">: </span></span></span>D'Arc</p>
<p data-mce-fragment=""1""><br></p>",Better Home,Home & Garden > Bathroom Accessories,Wash Basin,Bathroom and Kitchen fixtures,true,Size,615x415x150mm,,,,,,,,SAWA0588-01,0.0,,0,deny,manual,6790.00,6790.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DRS-WHT-37601.jpg?v=1698646132,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",2886,,2032,,,,,,,,,,Jaquar,,'200,,'0, 615x415x150mm,,"Modern Design with Rectangular Shape
Slim Edges
Matching with Water Closet Design
With Tap Hole
Anti-Bacterial Glaze on Ceramic
Smooth Glaze Surface
Material - Vitreous China (VC)
",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/washbasin-counter-top-darc?Id=2026#,,,,,2886,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-overhead-shower-ohs-chr-1605,Jaquar OverHead Shower OHS-CHR-1989,•  4500.00 is the MRP. Contact us for the offer price. <span>Overhead Shower ø100mm Round Shape Single Flow (ABS Body Chrome Plated with Gray Face Plate) with Rubit Cleaning System.</span>,Better Home,,Shower,"Bathroom and Kitchen fixtures, Bathroom Fixtures, Bathroom Shower Set, Bathroom Showers, Handheld Showers, jaquar maze, Jaquar Showers, maze shower, maze square showers, OverHead Shower, Overhead Showers, Shower, Shower Arm, Shower Bath, Shower Holder, Shower Panels, Shower Rail, Shower Set, Shower Tube, Showers",true,Size,ø100mm,,Color,Chrome,,,,,SWOS1001-6972,0.0,,0,deny,manual,4500.00,4500.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/OHS-CHR-1989.jpg?v=1698483251,1,"",false,Jaquar OverHead Shower OHS-CHR-1605 - Better Home,"· Maze Overhead Shower
· 150X150mm Square Shape Single Flow (Body & Face Plate Stainless Steel with Chrome Finish) with Rubit Cleaning System",2206,,2206,,,,,,,,,,Jaquar,,'100,,'0, ø100mm,'0,· ,,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/overhead-100mm-rain-shower?Id=822#,,,,,2206,,,,,,,,,,,,,kg,,1490.00,true,,,active
copy-of-jaquar-continental-sink-cock-con-chr-357kn,Jaquar Towel Ring Continental ACN-CHR-1121BN,"•  1725.00 is the MRP. Contact us for the offer price. <p><span data-mce-fragment=""1"">Towel Ring Round with Round Flange</span><br></p>
<p><span class=""text"">Range</span><span class=""seprats"">: </span>Continental</p>
<p> </p>",Better Home,Hardware > Plumbing > Plumbing Fixtures > Faucets,Towel Ring,"back flow prevtor health faucet, Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, flexible pipe health faucet, hand shower, health faucet, jaquar health faucet, Tap, toilet hand shower, toilet health faucet, Water Taps",true,Color,Chrome,,,,,,,,SWTR1002-7939,0.0,,0,deny,manual,1725.00,1725.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ACN-CHR-1121BN.jpg?v=1698479485,1,"",false,Jaquar Health Faucet ALD-CHR-577 - Better Home,"· Hand Shower (Health Faucet)
· With 8mm Dia
·  1 Meter Long Flexible Tube & Wall Hook with N.R.V (Back Flow Preventer)
· Finish : Chrome",2996,,2032,,,,,,,,,,Jaquar,,,,'0,,'0,Finish: Chrome,,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/accessories-continental-round-towel-ring?Id=5569#,,,,,2996,,,,,,,,,,,,,kg,,950.00,true,,,active
copy-of-jaquar-health-faucet-ald-chr-573,Jaquar Continental Sink Cock CON-CHR-357KN,"•  2150.00 is the MRP. Contact us for the offer price. <style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":515,""3"":{""1"":0},""4"":{""1"":2,""2"":16711680},""12"":0}' data-sheets-value='{""1"":2,""2"":""Sink Cock with Raised ‘J’ Shaped Swinging Spout (Wall Mounted Model)""}'>Sink Cock with Raised ‘J’ Shaped Swinging Spout (Wall Mounted Model).</span></p>
<p><span data-sheets-userformat='{""2"":515,""3"":{""1"":0},""4"":{""1"":2,""2"":16711680},""12"":0}' data-sheets-value='{""1"":2,""2"":""Sink Cock with Raised ‘J’ Shaped Swinging Spout (Wall Mounted Model)""}'><span class=""text"">Range</span><span class=""seprats"">: </span></span>Continental</p>",Better Home,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucet,"back flow prevtor health faucet, Bathroom and Kitchen fixtures, Bathroom Fittings, Best Seller, Faucet, Faucets, flexible pipe health faucet, hand shower, health faucet, jaquar health faucet, Tap, toilet hand shower, toilet health faucet, Water Taps",true,Color,Chrome,,,,,,,,HAFA1469-22707180,0.0,,0,deny,manual,2150.00,2150.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/CON-CHR-357KN.jpg?v=1698478473,1,"",false,Jaquar Health Faucet ALD-CHR-577 - Better Home,"· Hand Shower (Health Faucet)
· With 8mm Dia
·  1 Meter Long Flexible Tube & Wall Hook with N.R.V (Back Flow Preventer)
· Finish : Chrome",2032,,2032,,,,,,,,,,Jaquar,,,,'0,,'0,Finish: Chrome,,,,,Immediately return goods on delivery in case of any damages found.,,https://www.jaquar.com/en/wall-mounted-sink-cock-continental-j-shaped?Id=238#,10 year manufacturer warranty,,,,2032,,,,,,,,,,,,,kg,,,true,,,active
copy-of-jaquar-angle-cock-astra-aqt-chr-3057p,Jaquar Wall Hung Integrated Wash Basin ONS-WHT-10801,"•  10700.00 is the MRP. Contact us for the offer price. <p data-mce-fragment=""1""><span data-sheets-value='{""1"":2,""2"":""Wall Hung Integrated Basin; with Fixing Accessories;490x450x375 mm;Ornamix""}' data-sheets-userformat='{""2"":513,""3"":{""1"":0},""12"":0}' data-mce-fragment=""1"">Wall Hung Integrated Basin with Fixing Accessories.</span></p>
<p data-mce-fragment=""1""><span data-sheets-value='{""1"":2,""2"":""Wall Hung Integrated Basin; with Fixing Accessories;490x450x375 mm;Ornamix""}' data-sheets-userformat='{""2"":513,""3"":{""1"":0},""12"":0}' data-mce-fragment=""1"">Size: 495x440x365 mm</span></p>
<p data-mce-fragment=""1""><br></p>",Better Home,,Wash Basin,Bathroom and Kitchen fixtures,true,Color,Chrome,,,,,,,,SWWB1001-7991,0.0,,-1,deny,manual,10700.00,10700.00,true,false,"",https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ONS-WHT-10801_e64aadbe-0f91-41bb-b6b0-677b3942fb0b.jpg?v=1698465212,1,"",false,Jaquar Queen's Prime Faucet QQP-CHR-7079NKPM - Better Home,"· Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
·  Cartridge Sleeve
·  Wall Flange (with Seals)
·  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",2886,,2032,,,,,,,,,,Jaquar,,,,'0,495x440x365 mm,,Range: Ornamix,,,,'9400,Immediately return goods on delivery in case of any damages found.,,https://asia.jaquar.com/en/wall-hung-integrated-basin#,,,,,2886,,,,,,,,,,,,,kg,,,true,,,active
