SKU Code,Brand, Category,Title,Default List,Standard/Premium,Priority,Room,MRP Price,Purchase Price,5% Margin,Delivery Fee,Minimum Sales Price,Recommended Retail Price,Market Price 1,Market Price 2,BH Price,Discount,Margin,Margin %,Top Benefits,Product Image URL,URL
ELCE1346-24839365,Superfan,Ceiling Fan,Superfan Super X1 High Speed BLDC Ceiling Fan with 5 Years Warranty - 120 cm (48 inches) - White,,Standard,1,"Bedroom, Dining, Hall","6,100","2,950","3,124",120,"3,244",3600,"3,700",3600,"3,500","2,600",550,15.80%,"1. Good air delivery of 230 CMM to give the right comfort for a good sleep. Highly recommended for those who prefer performance.
2. 5 Star rated; 65% Power saving which would be up to ₹1,500 per year.
3. 5 years warranty. Highest in the market.
4. Remote control for convenience.
5. White colour is neutral and would suit all interior colours.",https://betterhomeapp.com/cdn/shop/files/Superfan_SuperX1_Ceiling_Fan_White.png?v=1738994179,https://betterhomeapp.com/products/superfan-super-x1-ceiling-fan?variant=47082258137380
ELCE1352-1,Superfan,Ceiling Fan,"Superfan Super Q High Flow BLDC Ceiling Fan with 5 Years Warranty - 120 cm (48"" inches)",,Premium,3,"Bedroom, Dining, Hall",9800,"5,867","6,213",120,"6,333",,"5,900",,"6,000","3,800",133,1.92%,,https://betterhomeapp.com/cdn/shop/files/electro-radiance-1200mm-01.jpg?v=1720024211,https://betterhomeapp.com/products/superfan-super-q-high-flow-bldc-ceiling-fan-with-5-years-warranty-120-cm-48-inches?_pos=2&_sid=4f6ed7337&_ss=r?variant=49547372036388
ELCE1357-4,Superfan,Ceiling Fan,"Superfan Super myQ Smart BLDC Fan with 5 Years Warranty - 120 cm (48"" inches) ",Premium List,Premium,1,"Hall, Bedroom, Dining",13500,,0,120,120,,,,"7,400","6,100","7,400",#DIV/0!,"1. Very good air delivery of 260 CMM to give the maximum comfort for a good sleep.
2. 5 Star rated; 65% Power saving which would be up to ₹1,500 per year.
3. 5 years warranty.
4. Very low noise of 49 dBA as against a normal fan which is 60 dBA.
5. Can be controlled with voice in any language without the need for Alexa,  Google and Internet. Kids and youngsters would enjoy. Has remote control too.
6. Power Factor is greater than 0.99 which means less loss of power which is good for the country.",https://betterhomeapp.com/cdn/shop/files/Superfan_Super_myQ_Onyx_Pearl-2.webp?v=1739805171,https://betterhomeapp.com/products/superfan-super-myq-smart-bldc-fan-with-5-years-warranty-120-cm-48-inches?variant=50186325000484
ELCE1358-1,Superfan,Ceiling Fan,"Superfan Super Sevak High Speed BLDC Ceiling Fan With 5 Years Warranty - 120 cm (48"" inches)",,Standard,3,"Hall, Dining, Bedroom",5800,,0,120,120,,,,"2,900","2,900","2,900",#DIV/0!,,https://betterhomeapp.com/cdn/shop/files/Superfan_Super_Sevak_High_Speed_BLDC_Ceiling_Fan_With_5_Years_Warranty-120cm-Brown.webp?v=1751605862,https://betterhomeapp.com/products/superfan-super-sevak-high-speed-bldc-ceiling-fan-with-5-years-warranty-120-cm-48-inches
,Superfan,Pedestal Fan ,Superfan Super P400 BLDC Pedestal Fan,,"Standard, Premium",3,"Hall, Bedroom","7,800","3,800","4,024",120,"4,144","4,300","4,300",4369,"4,300","3,500",500,11.15%,,,
KICH0014,Bosch ,Chimney ,Bosch Chimney 90 CM - DWKA98H60I - Series 4 - Wall-Mounted Cooker Hood Flat Black,Premium List,Premium,1,Ktichen,59990,"39,357","41,679",,"41,679",,"44,750",,"44,500","15,490","5,143",11.07%,,https://betterhomeapp.com/cdn/shop/files/Bosch-_Chimney-_90_CM_-_DWKA98H60I_-_Series_4_-_Wall-Mounted-_Cooker-_Hood_-Flat_Black_-_Display_3.webp?v=1736444086,https://betterhomeapp.com/products/bosch-chimney-90-cm-dwka98h60i-series-4-wall-mounted-cooker-hood-flat-black?_pos=1&_psq=DWKA98H60I&_ss=e&_v=1.0
HADW0018,Bosch ,Dishwasher ,Bosch Free-Standing Dishwasher 15 Place Settings - Series 6 - 60 Cm - SMS6HMC00I - Brushed steel anti-fingerprint,,Premium,2,"Ktichen, Laundry",82190,"61,643","65,588",,"65,588",,"69,500",70683,"69,800","12,390","8,158",10.34%,,https://betterhomeapp.com/cdn/shop/files/BoschFree-StandingDishwasher15PlaceSettings-Series6-60Cm-SMS6HMC00I-Brushedsteelanti-fingerprint-Dimension.webp?v=1752285329,https://betterhomeapp.com/products/bosch-free-standing-dishwasher-15-place-settings-series-6-60-cm-sms6hmc00i-brushed-steel-anti-fingerprint
HADW0013,Bosch ,Dishwasher ,Bosch Free-Standing Dishwasher 15 Place Settings - Series 6 - 60 Cm - SMS4HMB62T - Black ,Premium List,Premium,1,"Ktichen, Laundry",89490,"74,719","79,501",,"79,501",,"77,490",,"78,210","11,280","3,491",3.65%,,https://betterhomeapp.com/cdn/shop/files/Bosch-Free-Standing-Dishwasher-15Place-Settings-Series6-60Cm-SMS4HMB62T-Black-Black.webp?v=1736481364,https://betterhomeapp.com/products/bosch-free-standing-dishwasher-15-place-settings-series-6-60-cm-sms4hmb62t-black
HADW0017,Bosch ,Dishwasher ,Bosch Free-Standing Dishwasher 14 Place Settings - Series 6 - 60 Cm - SMS6IKI01I- Brushed steel anti-fingerprint,Standard List,Standard,1,"Ktichen, Laundry","65,190","48,893","52,022",,"52,022","53,456","53,990","52,990","53,500","11,690","4,607",7.36%,"1. 14-place setting is designed to accommodate a large number of dishes, Typically the dishes used through out the day.
2. Silent (48 decibel), energy-saving cleaning with the EcoSilence Drive (motor).
3. Home Connect allows to start washes, check status, and get alerts via voice or app.
4. 10‑year inner tub warranty.
5. The premium brushed and fingerprint‑free stainless steel finish resists smudges and maintains sleek appeal.",https://betterhomeapp.com/cdn/shop/files/Bosch_Free-Standing_Dishwasher_14_PlaceSettings-Series_6-60_Cm-SMS6IKI01I-Brushed_steelanti-fingerprint-FullView.webp?v=1747739594,https://betterhomeapp.com/products/bosch-free-standing-dishwasher-14-place-settings-series-6-60-cm-sms6iki01i-brushed-steel-anti-fingerprint
,Bosch ,Combi Steam Oven,Bosch 71L Series 8 Built-in oven with steam function 60 x 60 cm Black HSG7361B1,,Premium,3,Ktichen,"2,79,990","1,83,699","1,94,537",,"1,94,537",,"2,09,990",,"2,09,990","70,000","26,291",11.18%,,,
,Bosch ,Oven,Bosch 71L Series 2 Built-in oven 60 x 60 cm Black HBF011BA1I,,Premium,2,Ktichen,"74,490",,0,,0,,,,,"74,490",0,#DIV/0!,,,
HARE011204,Bosch ,Refrigerator,Bosch 559L  Double Door Bottom Mount Refrigerator Series 6 - KGN56LB42I,Premium List,Premium,1,"Ktichen, Dining",108090,"85,017","90,033",,"90,033",,"86,390",,"87,294","20,796","2,277",2.27%,,https://betterhomeapp.com/cdn/shop/files/Bosch_559L_Double_Door_Bottom_Mount_Refrigerator_Series6-KGN56LB42I-FullView.webp?v=1746727720,https://betterhomeapp.com/products/bosch-559l-double-door-bottom-mount-refrigerator-series-6-kgn56lb42i
HAMO011204,Bosch ,Microwave Oven,Bosch 25L Series 6 Built-In Microwave Oven BEL554MB0I - Black,,Premium,1,Ktichen,"69,990","45,918","48,627",,"48,627",,"52,290",,"52,490","17,500","6,572",12.13%,,https://betterhomeapp.com/cdn/shop/files/Bosch_25L_Series6_Built-In_Microwave_Oven_BEL554MB0I-Black-SideView.webp?v=1746851780,https://betterhomeapp.com/products/bosch-25l-series-6-built-in-microwave-oven-bel554mb0i-black
HAMO011205,Bosch ,Microwave Oven,Bosch 25L Series 4 Built-In Microwave Oven BEL553MS0I Stainless steel,,Premium,2,Ktichen,"64,490","42,244","44,736",,"44,736",,"46,690",,"48,290","16,200","6,046",12.13%,,https://betterhomeapp.com/cdn/shop/files/Bosch_25L_Series4_Built-In_Microwave_Oven_BEL553MS0I_Stainlesssteel-SideView.webp?v=1746880480,https://betterhomeapp.com/products/bosch-25l-series-4-built-in-microwave-oven-bel553ms0i-stainless-steel
HAMO011206,Bosch ,Microwave Oven,Bosch 25L Series 6 Built-In Microwave Oven BEL553MB0I - Black,,Premium,2,Ktichen,"69,490","45,481","48,164",,"48,164",,"51,890",,"51,990","17,500","6,509",12.13%,,https://betterhomeapp.com/cdn/shop/files/Bosch_25L_Series6_Built-InMicrowave_Oven_BEL553MB0I-Black-SideView.webp?v=1747047368,https://betterhomeapp.com/products/bosch-25l-series-6-built-in-microwave-oven-bel553mb0i-black
HAMO011207,Bosch ,Microwave Oven,Bosch 25L Series 4 Built-In Microwave Oven BEL550MS0I - Stainless Steel,,Premium,3,Ktichen,"55,990","36,733","38,900",,"38,900",,"40,690",,"41,990","14,000","5,257",12.13%,,https://betterhomeapp.com/cdn/shop/files/Bosch_25L_Series4_Built-InMicrowave_Oven_BEL550MS0I-Stainless_Steel-Side_View.webp?v=1747197405,https://betterhomeapp.com/products/bosch-25l-series-4-built-in-microwave-oven-bel550ms0i-stainless-steel
KICH00011,Bosch ,Hob,Bosch Built-in Gas Hob 75CM - Series 6 - 3 Burner - PND7B6F20I - Tempered Glass Black,,Premium,2,Ktichen,"53,990",,0,,0,,,,"48,591","5,399","48,591",#DIV/0!,,https://betterhomeapp.com/cdn/shop/files/Bosch_Built-in_Gas_Hob_75CM-Series6_-_3Burner_-_PND7B6F20I_-Tempered_Glass_Black-Full_View.webp?v=1737021923,https://betterhomeapp.com/products/bosch-built-in-gas-hob-75cm-series-6-3-burner-pnd7b6f20i-tempered-glass-black
HAHB0001,Bosch ,Hob,Bosch Built-in Gas Hob 75CM - Series 6 - 3 Burner -  PND7B6G20I - Tempered Glass Black,Premium List,Premium,1,Ktichen,"55,990",33594,"35,576",,"35,576",,,,"41,000","14,990","7,406",18.68%,,https://betterhomeapp.com/cdn/shop/files/Bosch-Built-in-Gas-Hob-75CM-Series6-3Burner-PND7B6G20I-Tempered-Glass-Black-Full-View.webp?v=1737017058,https://betterhomeapp.com/products/bosch-built-in-gas-hob-75cm-series-6-3-burner-pnd7b6g20i-tempered-glass-black
KICH00012,Bosch ,Hob,Bosch Built-in Gas Hob 60CM - Series 4 - 4 Burner -  PNH6B6F20I - Tempered Glass Black,,"Standard, Premium",2,Ktichen,"44,490",,0,,0,,,,"40,041","4,449","40,041",#DIV/0!,,https://betterhomeapp.com/cdn/shop/files/Bosch_Built-in_Gas_Hob_60CM-Series4_-_4Burner_-_PNH6B6F20I__-Tempered_Glass_Black-Full_View.webp?v=1737039424,https://betterhomeapp.com/products/bosch-built-in-gas-hob-60cm-series-4-4-burner-pnh6b6f20i-tempered-glass-black
HAHB0004,Bosch ,Hob,Bosch Built-in Gas Hob 5 Burner 90CM Series 6 PNV9B6F20I Tempered glass Black,,Premium,3,Ktichen,"65,490",,0,,0,,,,"58,990","6,500","58,990",#DIV/0!,,https://betterhomeapp.com/cdn/shop/files/Bosch_Built-in_Gas_Hob5_Burner_90CM_Series6_PNV9B6F20I_Tempered_glass_Black.webp?v=1743698466,https://betterhomeapp.com/products/bosch-built-in-gas-hob-5-burner-90cm-series-6-pnv9b6f20i-tempered-glass-black
,Bosch ,Hob,Bosch Built-in Gas Hob 4 Burner 90CM Series 4 PNF9B6G20I Tempered glass Black,,Premium,2,Ktichen,,,0,,0,,,,,0,0,#DIV/0!,,,
KICH0025,Bosch ,Cooktop,Bosch Series 4 Table Top 4 Burners Gas Hob 60 cm PNP0E6W10I,,Standard,2,Ktichen,"21,500",,0,,0,,,,"7,000","14,500","7,000",#DIV/0!,,https://betterhomeapp.com/cdn/shop/files/Bosch_Series_4_Table_Top_4_Burners_Gas_Hob_60_cm_PNP0E6W10I_-_Full_View.webp?v=1748884319,https://betterhomeapp.com/products/bosch-series-4-table-top-4-burners-gas-hob-60-cm-pnp0e6w10i
,Bosch ,Washing Machine,Bosch Series 2 Washing Machine Top Loader 680 RPM WOE802D7IN,,Standard,1,Laundry,"31,490","22,000","23,298",,"23,298",23500,"23,500",,"23,500","7,990","1,500",5.78%,,,
,Bosch ,Vacuum Cleaner,Bosch Cordless Vacuum Cleaner Unlimited 7 Graphite BCS711AIN,,Premium,1,Whole Home,"41,900","27,235","28,842",,"28,842","29,330","28,900",,"28,600",,"1,365",4.25%,,,
,Bosch ,Vacuum Cleaner,Bosch Cordless Vacuum Cleaner Unlimited 7 ProAnimal Red BCS71PETIN,,Premium,2,Whole Home,"58,900","38,285","40,544",,"40,544","41,230","38,900","41,103","38,900","20,000",615,1.36%,,,
KICH0021,Faber ,Hob,Faber 90cm 4 Burner Hob Experia HT 904 ALU AI FFD ,,Premium,1,Ktichen,"33,590",,0,,0,,,,"33,590",0,"33,590",#DIV/0!,,https://betterhomeapp.com/cdn/shop/files/Faber90cm4BurnerHobExperiaHT904ALUAIFFD-Fullimage2.webp?v=1738237931,https://betterhomeapp.com/products/faber-90cm-4-burner-hob-experia-ht-904-alu-ai-ffd
KICH0028,Faber ,Cooktop,Faber 3 Burner Cooktop Spark 3BB BK - 77 CM,Standard List,Standard,1,Ktichen,"8,990","4,521","4,788",,"4,788",4599,"4,784",4770,"4,600","4,390",79,1.48%,"1. Equipped with three brass burners (1 jumbo, 1 medium, and 1 small) for various cooking needs and uniform heat distribution.
2. 6 MM toughened black glass top for durability and scratch resistance. It looks sleek too.
3. Stainless steel drip trays simplify cleanup by catching spills.
4. The powder-coated round pan supports provide sturdy stability for different cookware sizes and resist chipping and rusting.",https://betterhomeapp.com/cdn/shop/files/Faber_77cm_3Burner_Cooktop_Spark_3BBBK-Display_View.jpg?v=1753250572,https://betterhomeapp.com/products/faber-77cm-3-burner-cooktop-spark-3bb-bk-77-cm
,Faber ,OTG,Faber FOTG 34L BK Double Glaze,,Standard,1,Ktichen,"10,990","7,952","8,421",,"8,421","8,799","8,499",,"8,300","2,690",348,3.71%,,,
KICH0022,Faber ,Chimney ,Faber Hood Sunny IN HC SC FL LG 60 Auto Clean Filterless Chimney,Standard List,Standard,1,Ktichen,"26,990","14,394","15,243",,"15,243",16520,"15,349",15650,"15,300","11,690",906,5.33%,"1. 1200 m³/hr suction power
2. Filterless design.
3. Auto-Clean function self-cleans oil and grease; saves time and effort.
4. Gesture control offers hands-free convenience while cooking.",https://betterhomeapp.com/cdn/shop/files/Faber_Hood_Sunny_IN_HC_SC_FL_LG_60_Auto_Clean_Filterless_Chimney-Full_View_3.webp?v=1746450177,https://betterhomeapp.com/products/faber-hood-sunny-in-hc-sc-fl-lg-60-auto-clean-filterless-chimney
,Faber ,Cooktop,Faber Cooktop Remo XL 4BB,,Standard,3,Ktichen,"13,990","10,266","10,872",,"10,872","11,550","10,945",10970,"10,900","3,090",634,5.23%,,,
,Faber ,Chimney ,Faber Hood Bolt FL SW SC BK 60 N,,"Standard, Premium",2,Ktichen,"49,990","31,992","33,880",,"33,880","35,260","31,849",34910,"34,500","15,490","2,508",6.64%,,,
KICH0027,Faber ,Hob,Faber 75cm 3 Burner HOB BELLA HT753 BR AI,,Standard,1,Ktichen,32550,"24,395","25,834",,"25,834","27,820","27,179",27211,"26,500","6,050","2,105",7.31%,,https://betterhomeapp.com/cdn/shop/files/Faber75cm3BurnerHOBBELLAHT753BRAI.webp?v=1752860863,https://betterhomeapp.com/products/faber-75cm-3-burner-hob-bella-ht753-br-ai
,Faber ,Microwave,Faber FMW Instacook 20_S Digital,,Standard,1,Ktichen,"9,990","7,097","7,516",,"7,516","7,950","7,199","7,350","7,190","2,800",93,1.11%,,,
GLLE0011-24795171,S3,LED Mirror,S3 Classic Rectangular LED Mirror 24x18 inch - 3 Colour without Defogger ,"Standard List, Premium List","Standard, Premium",1,"Bathroom, Dining","6,500","2,500","2,648",150,"2,798",3100,"3,800",4100,"3,100","3,400",600,20.34%,"1. LED mirrors are aesthetic while providing light for dressing-up, shaving, etc.
2. Back Cover is made of 4mm ACP (Aluminium Composite Panel) sheet which is waterproof.
3. Made with high quality German brand OSRAM LED strip.
4. Mirror is double coated with Epoxy and paint which reflects light better.",https://betterhomeapp.com/cdn/shop/files/eb1de1d1-a4f2-4c0c-923d-a8b673c03170_3-Front-View-3-B.jpg?v=1695240722,https://betterhomeapp.com/products/s3-classic-rectangular-led-mirror-24x18-inch-3-colour-without-defogger
,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,
,,,,,,,,,,,,,,,,,0,0,#DIV/0!,,,
,,,,,,,,,,,,,,,,,0,0,#DIV/0!,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,0,,,,
